call_put,strike,mid,rate,q,spot,maturity_years
put,100.000000,2.54224550,0.010000,0.000000,100.000000,0.150000
call,102.000000,1.82170232,0.010000,0.000000,100.000000,0.150000
put,102.000000,3.66881702,0.010000,0.000000,100.000000,0.150000
call,104.000000,1.17749351,0.010000,0.000000,100.000000,0.150000
put,104.000000,5.02161046,0.010000,0.000000,100.000000,0.150000
call,106.000000,0.72692066,0.010000,0.000000,100.000000,0.150000
put,106.000000,6.56803985,0.010000,0.000000,100.000000,0.150000
call,108.000000,0.42896034,0.010000,0.000000,100.000000,0.150000
put,108.000000,8.26708178,0.010000,0.000000,100.000000,0.150000
call,110.000000,0.24236027,0.010000,0.000000,100.000000,0.150000
put,110.000000,10.07748396,0.010000,0.000000,100.000000,0.150000
call,112.000000,0.13141224,0.010000,0.000000,100.000000,0.150000
put,112.000000,11.96353818,0.010000,0.000000,100.000000,0.150000
call,114.000000,0.06858115,0.010000,0.000000,100.000000,0.150000
put,114.000000,13.89770934,0.010000,0.000000,100.000000,0.150000
call,116.000000,0.03456442,0.010000,0.000000,100.000000,0.150000
put,116.000000,15.86069486,0.010000,0.000000,100.000000,0.150000
call,118.000000,0.01688574,0.010000,0.000000,100.000000,0.150000
put,118.000000,17.84001842,0.010000,0.000000,100.000000,0.150000
call,120.000000,0.00802777,0.010000,0.000000,100.000000,0.150000
put,120.000000,19.82816270,0.010000,0.000000,100.000000,0.150000
call,122.000000,0.00372944,0.010000,0.000000,100.000000,0.150000
put,122.000000,21.82086662,0.010000,0.000000,100.000000,0.150000
call,124.000000,0.00170017,0.010000,0.000000,100.000000,0.150000
put,124.000000,23.81583960,0.010000,0.000000,100.000000,0.150000
call,126.000000,0.00076380,0.010000,0.000000,100.000000,0.150000
put,126.000000,25.81190548,0.010000,0.000000,100.000000,0.150000
call,128.000000,0.00033958,0.010000,0.000000,100.000000,0.150000
put,128.000000,27.80848350,0.010000,0.000000,100.000000,0.150000
call,130.000000,0.00015002,0.010000,0.000000,100.000000,0.150000
put,130.000000,29.80529620,0.010000,0.000000,100.000000,0.150000
call,70.000000,30.13986589,0.010000,0.000000,100.000000,0.200000
put,70.000000,0.00000579,0.010000,0.000000,100.000000,0.200000
call,72.000000,28.14388280,0.010000,0.000000,100.000000,0.200000
put,72.000000,0.00002671,0.010000,0.000000,100.000000,0.200000
call,74.000000,26.14796216,0.010000,0.000000,100.000000,0.200000
put,74.000000,0.00011006,0.010000,0.000000,100.000000,0.200000
call,76.000000,24.15225524,0.010000,0.000000,100.000000,0.200000
put,76.000000,0.00040714,0.010000,0.000000,100.000000,0.200000
call,78.000000,22.15720191,0.010000,0.000000,100.000000,0.200000
put,78.000000,0.00135781,0.010000,0.000000,100.000000,0.200000
call,80.000000,20.16393980,0.010000,0.000000,100.000000,0.200000
put,80.000000,0.00409969,0.010000,0.000000,100.000000,0.200000
call,82.000000,18.17509083,0.010000,0.000000,100.000000,0.200000
put,82.000000,0.01125472,0.010000,0.000000,100.000000,0.200000
call,84.000000,16.19604669,0.010000,0.000000,100.000000,0.200000
put,84.000000,0.02821458,0.010000,0.000000,100.000000,0.200000
call,86.000000,14.23670665,0.010000,0.000000,100.000000,0.200000
put,86.000000,0.06487854,0.010000,0.000000,100.000000,0.200000
call,88.000000,12.31329559,0.010000,0.000000,100.000000,0.200000
put,88.000000,0.13747147,0.010000,0.000000,100.000000,0.200000
call,90.000000,10.44951589,0.010000,0.000000,100.000000,0.200000
put,90.000000,0.26969577,0.010000,0.000000,100.000000,0.200000
call,92.000000,8.67611123,0.010000,0.000000,100.000000,0.200000
put,92.000000,0.49229511,0.010000,0.000000,100.000000,0.200000
call,94.000000,7.02819559,0.010000,0.000000,100.000000,0.200000
put,94.000000,0.84038347,0.010000,0.000000,100.000000,0.200000
call,96.000000,5.54046779,0.010000,0.000000,100.000000,0.200000
put,96.000000,1.34865966,0.010000,0.000000,100.000000,0.200000
call,98.000000,4.24138590,0.010000,0.000000,100.000000,0.200000
put,98.000000,2.04558177,0.010000,0.000000,100.000000,0.200000
call,100.000000,3.14800347,0.010000,0.000000,100.000000,0.200000
put,100.000000,2.94820334,0.010000,0.000000,100.000000,0.200000
call,102.000000,2.26307273,0.010000,0.000000,100.000000,0.200000
put,102.000000,4.05927659,0.010000,0.000000,100.000000,0.200000
call,104.000000,1.57521435,0.010000,0.000000,100.000000,0.200000
put,104.000000,5.36742221,0.010000,0.000000,100.000000,0.200000
call,106.000000,1.06185570,0.010000,0.000000,100.000000,0.200000
put,106.000000,6.85006756,0.010000,0.000000,100.000000,0.200000
call,108.000000,0.69379096,0.010000,0.000000,100.000000,0.200000
put,108.000000,8.47800681,0.010000,0.000000,100.000000,0.200000
call,110.000000,0.43994753,0.010000,0.000000,100.000000,0.200000
put,110.000000,10.22016738,0.010000,0.000000,100.000000,0.200000
call,112.000000,0.27123338,0.010000,0.000000,100.000000,0.200000
put,112.000000,12.04745723,0.010000,0.000000,100.000000,0.200000
call,114.000000,0.16291994,0.010000,0.000000,100.000000,0.200000
put,114.000000,13.93514778,0.010000,0.000000,100.000000,0.200000
call,116.000000,0.09557419,0.010000,0.000000,100.000000,0.200000
put,116.000000,15.86380604,0.010000,0.000000,100.000000,0.200000
call,118.000000,0.05490197,0.010000,0.000000,100.000000,0.200000
put,118.000000,17.81913781,0.010000,0.000000,100.000000,0.200000
call,120.000000,0.03096952,0.010000,0.000000,100.000000,0.200000
put,120.000000,19.79120936,0.010000,0.000000,100.000000,0.200000
call,122.000000,0.01720473,0.010000,0.000000,100.000000,0.200000
put,122.000000,21.77344857,0.010000,0.000000,100.000000,0.200000
call,124.000000,0.00944112,0.010000,0.000000,100.000000,0.200000
put,124.000000,23.76168896,0.010000,0.000000,100.000000,0.200000
call,126.000000,0.00513294,0.010000,0.000000,100.000000,0.200000
put,126.000000,25.75338477,0.010000,0.000000,100.000000,0.200000
call,128.000000,0.00277315,0.010000,0.000000,100.000000,0.200000
put,128.000000,27.74702898,0.010000,0.000000,100.000000,0.200000
call,130.000000,0.00149321,0.010000,0.000000,100.000000,0.200000
put,130.000000,29.74175303,0.010000,0.000000,100.000000,0.200000
call,70.000000,30.17484663,0.010000,0.000000,100.000000,0.250000
put,70.000000,0.00006520,0.010000,0.000000,100.000000,0.250000
call,72.000000,28.17999847,0.010000,0.000000,100.000000,0.250000
put,72.000000,0.00022328,0.010000,0.000000,100.000000,0.250000
call,74.000000,26.18546934,0.010000,0.000000,100.000000,0.250000
put,74.000000,0.00070040,0.010000,0.000000,100.000000,0.250000
call,76.000000,24.19178216,0.010000,0.000000,100.000000,0.250000
put,76.000000,0.00201946,0.010000,0.000000,100.000000,0.250000
call,78.000000,22.20012703,0.010000,0.000000,100.000000,0.250000
put,78.000000,0.00537057,0.010000,0.000000,100.000000,0.250000
call,80.000000,20.21296827,0.010000,0.000000,100.000000,0.250000
put,80.000000,0.01321806,0.010000,0.000000,100.000000,0.250000
call,82.000000,18.23495384,0.010000,0.000000,100.000000,0.250000
put,82.000000,0.03020988,0.010000,0.000000,100.000000,0.250000
call,84.000000,16.27407351,0.010000,0.000000,100.000000,0.250000
put,84.000000,0.06433579,0.010000,0.000000,100.000000,0.250000
call,86.000000,14.34284468,0.010000,0.000000,100.000000,0.250000
put,86.000000,0.12811321,0.010000,0.000000,100.000000,0.250000
call,88.000000,12.45912494,0.010000,0.000000,100.000000,0.250000
put,88.000000,0.23939971,0.010000,0.000000,100.000000,0.250000
call,90.000000,10.64605899,0.010000,0.000000,100.000000,0.250000
put,90.000000,0.42134001,0.010000,0.000000,100.000000,0.250000
call,92.000000,8.93076910,0.010000,0.000000,100.000000,0.250000
put,92.000000,0.70105636,0.010000,0.000000,100.000000,0.250000
call,94.000000,7.34172197,0.010000,0.000000,100.000000,0.250000
put,94.000000,1.10701547,0.010000,0.000000,100.000000,0.250000
call,96.000000,5.90516042,0.010000,0.000000,100.000000,0.250000
put,96.000000,1.66546017,0.010000,0.000000,100.000000,0.250000
call,98.000000,4.64138378,0.010000,0.000000,100.000000,0.250000
put,98.000000,2.39668977,0.010000,0.000000,100.000000,0.250000
call,100.000000,3.56180261,0.010000,0.000000,100.000000,0.250000
put,100.000000,3.31211485,0.010000,0.000000,100.000000,0.250000
call,102.000000,2.66749971,0.010000,0.000000,100.000000,0.250000
put,102.000000,4.41281820,0.010000,0.000000,100.000000,0.250000
call,104.000000,1.94957763,0.010000,0.000000,100.000000,0.250000
put,104.000000,5.68990236,0.010000,0.000000,100.000000,0.250000
call,106.000000,1.39105923,0.010000,0.000000,100.000000,0.250000
put,106.000000,7.12639020,0.010000,0.000000,100.000000,0.250000
call,108.000000,0.96973329,0.010000,0.000000,100.000000,0.250000
put,108.000000,8.70007051,0.010000,0.000000,100.000000,0.250000
call,110.000000,0.66121365,0.010000,0.000000,100.000000,0.250000
put,110.000000,10.38655711,0.010000,0.000000,100.000000,0.250000
call,112.000000,0.44159568,0.010000,0.000000,100.000000,0.250000
put,112.000000,12.16194539,0.010000,0.000000,100.000000,0.250000
call,114.000000,0.28934861,0.010000,0.000000,100.000000,0.250000
put,114.000000,14.00470456,0.010000,0.000000,100.000000,0.250000
call,116.000000,0.18635503,0.010000,0.000000,100.000000,0.250000
put,116.000000,15.89671723,0.010000,0.000000,100.000000,0.250000
call,118.000000,0.11821261,0.010000,0.000000,100.000000,0.250000
put,118.000000,17.82358105,0.010000,0.000000,100.000000,0.250000
call,120.000000,0.07401532,0.010000,0.000000,100.000000,0.250000
put,120.000000,19.77439000,0.010000,0.000000,100.000000,0.250000
call,122.000000,0.04584398,0.010000,0.000000,100.000000,0.250000
put,122.000000,21.74122491,0.010000,0.000000,100.000000,0.250000
call,124.000000,0.02815362,0.010000,0.000000,100.000000,0.250000
put,124.000000,23.71854079,0.010000,0.000000,100.000000,0.250000
call,126.000000,0.01718195,0.010000,0.000000,100.000000,0.250000
put,126.000000,25.70257537,0.010000,0.000000,100.000000,0.250000
call,128.000000,0.01044449,0.010000,0.000000,100.000000,0.250000
put,128.000000,27.69084415,0.010000,0.000000,100.000000,0.250000
call,130.000000,0.00633800,0.010000,0.000000,100.000000,0.250000
put,130.000000,29.68174391,0.010000,0.000000,100.000000,0.250000
call,70.000000,30.21002826,0.010000,0.000000,100.000000,0.300000
put,70.000000,0.00034294,0.010000,0.000000,100.000000,0.300000
call,72.000000,28.21663897,0.010000,0.000000,100.000000,0.300000
put,72.000000,0.00096264,0.010000,0.000000,100.000000,0.300000
call,74.000000,26.22418284,0.010000,0.000000,100.000000,0.300000
put,74.000000,0.00251551,0.010000,0.000000,100.000000,0.300000
call,76.000000,24.23379565,0.010000,0.000000,100.000000,0.300000
put,76.000000,0.00613731,0.010000,0.000000,100.000000,0.300000
call,78.000000,22.24766970,0.010000,0.000000,100.000000,0.300000
put,78.000000,0.01402035,0.010000,0.000000,100.000000,0.300000
call,80.000000,20.26971399,0.010000,0.000000,100.000000,0.300000
put,80.000000,0.03007363,0.010000,0.000000,100.000000,0.300000
call,82.000000,18.30637106,0.010000,0.000000,100.000000,0.300000
put,82.000000,0.06073970,0.010000,0.000000,100.000000,0.300000
call,84.000000,16.36745695,0.010000,0.000000,100.000000,0.300000
put,84.000000,0.11583457,0.010000,0.000000,100.000000,0.300000
call,86.000000,14.46679143,0.010000,0.000000,100.000000,0.300000
put,86.000000,0.20917804,0.010000,0.000000,100.000000,0.300000
call,88.000000,12.62232784,0.010000,0.000000,100.000000,0.300000
put,88.000000,0.35872344,0.010000,0.000000,100.000000,0.300000
call,90.000000,10.85552518,0.010000,0.000000,100.000000,0.300000
put,90.000000,0.58592977,0.010000,0.000000,100.000000,0.300000
call,92.000000,9.18985286,0.010000,0.000000,100.000000,0.300000
put,92.000000,0.91426644,0.010000,0.000000,100.000000,0.300000
call,94.000000,7.64855275,0.010000,0.000000,100.000000,0.300000
put,94.000000,1.36697533,0.010000,0.000000,100.000000,0.300000
call,96.000000,6.25202651,0.010000,0.000000,100.000000,0.300000
put,96.000000,1.96445808,0.010000,0.000000,100.000000,0.300000
call,98.000000,5.01537184,0.010000,0.000000,100.000000,0.300000
put,98.000000,2.72181240,0.010000,0.000000,100.000000,0.300000
call,100.000000,3.94659155,0.010000,0.000000,100.000000,0.300000
put,100.000000,3.64704110,0.010000,0.000000,100.000000,0.300000
call,102.000000,3.04583676,0.010000,0.000000,100.000000,0.300000
put,102.000000,4.74029530,0.010000,0.000000,100.000000,0.300000
call,104.000000,2.30578170,0.010000,0.000000,100.000000,0.300000
put,104.000000,5.99424924,0.010000,0.000000,100.000000,0.300000
call,106.000000,1.71295779,0.010000,0.000000,100.000000,0.300000
put,106.000000,7.39543431,0.010000,0.000000,100.000000,0.300000
call,108.000000,1.24968609,0.010000,0.000000,100.000000,0.300000
put,108.000000,8.92617161,0.010000,0.000000,100.000000,0.300000
call,110.000000,0.89618438,0.010000,0.000000,100.000000,0.300000
put,110.000000,10.56667888,0.010000,0.000000,100.000000,0.300000
call,112.000000,0.63247957,0.010000,0.000000,100.000000,0.300000
put,112.000000,12.29698306,0.010000,0.000000,100.000000,0.300000
call,114.000000,0.43988488,0.010000,0.000000,100.000000,0.300000
put,114.000000,14.09839737,0.010000,0.000000,100.000000,0.300000
call,116.000000,0.30194769,0.010000,0.000000,100.000000,0.300000
put,116.000000,15.95446917,0.010000,0.000000,100.000000,0.300000
call,118.000000,0.20489601,0.010000,0.000000,100.000000,0.300000
put,118.000000,17.85142648,0.010000,0.000000,100.000000,0.300000
call,120.000000,0.13768684,0.010000,0.000000,100.000000,0.300000
put,120.000000,19.77822630,0.010000,0.000000,100.000000,0.300000
call,122.000000,0.09178745,0.010000,0.000000,100.000000,0.300000
put,122.000000,21.72633590,0.010000,0.000000,100.000000,0.300000
call,124.000000,0.06081297,0.010000,0.000000,100.000000,0.300000
put,124.000000,23.68937041,0.010000,0.000000,100.000000,0.300000
call,126.000000,0.04011681,0.010000,0.000000,100.000000,0.300000
put,126.000000,25.66268324,0.010000,0.000000,100.000000,0.300000
call,128.000000,0.02639760,0.010000,0.000000,100.000000,0.300000
put,128.000000,27.64297302,0.010000,0.000000,100.000000,0.300000
call,130.000000,0.01735754,0.010000,0.000000,100.000000,0.300000
put,130.000000,29.62794196,0.010000,0.000000,100.000000,0.300000
call,70.000000,30.24573149,0.010000,0.000000,100.000000,0.350000
put,70.000000,0.00115974,0.010000,0.000000,100.000000,0.350000
call,72.000000,28.25438253,0.010000,0.000000,100.000000,0.350000
put,72.000000,0.00282301,0.010000,0.000000,100.000000,0.350000
call,74.000000,26.26501827,0.010000,0.000000,100.000000,0.350000
put,74.000000,0.00647099,0.010000,0.000000,100.000000,0.350000
call,76.000000,24.27953802,0.010000,0.000000,100.000000,0.350000
put,76.000000,0.01400297,0.010000,0.000000,100.000000,0.350000
call,78.000000,22.30119868,0.010000,0.000000,100.000000,0.350000
put,78.000000,0.02867588,0.010000,0.000000,100.000000,0.350000
call,80.000000,20.33521565,0.010000,0.000000,100.000000,0.350000
put,80.000000,0.05570508,0.010000,0.000000,100.000000,0.350000
call,82.000000,18.38939006,0.010000,0.000000,100.000000,0.350000
put,82.000000,0.10289172,0.010000,0.000000,100.000000,0.350000
call,84.000000,16.47461967,0.010000,0.000000,100.000000,0.350000
put,84.000000,0.18113357,0.010000,0.000000,100.000000,0.350000
call,86.000000,14.60511034,0.010000,0.000000,100.000000,0.350000
put,86.000000,0.30463648,0.010000,0.000000,100.000000,0.350000
call,88.000000,12.79811098,0.010000,0.000000,100.000000,0.350000
put,88.000000,0.49064935,0.010000,0.000000,100.000000,0.350000
call,90.000000,11.07306421,0.010000,0.000000,100.000000,0.350000
put,90.000000,0.75861481,0.010000,0.000000,100.000000,0.350000
call,92.000000,9.45019022,0.010000,0.000000,100.000000,0.350000
put,92.000000,1.12875306,0.010000,0.000000,100.000000,0.350000
call,94.000000,7.94867078,0.010000,0.000000,100.000000,0.350000
put,94.000000,1.62024586,0.010000,0.000000,100.000000,0.350000
call,96.000000,6.58472530,0.010000,0.000000,100.000000,0.350000
put,96.000000,2.24931262,0.010000,0.000000,100.000000,0.350000
call,98.000000,5.36992501,0.010000,0.000000,100.000000,0.350000
put,98.000000,3.02752456,0.010000,0.000000,100.000000,0.350000
call,100.000000,4.31005353,0.010000,0.000000,100.000000,0.350000
put,100.000000,3.96066532,0.010000,0.000000,100.000000,0.350000
call,102.000000,3.40470205,0.010000,0.000000,100.000000,0.350000
put,102.000000,5.04832607,0.010000,0.000000,100.000000,0.350000
call,104.000000,2.64762557,0.010000,0.000000,100.000000,0.350000
put,104.000000,6.28426183,0.010000,0.000000,100.000000,0.350000
call,106.000000,2.02773286,0.010000,0.000000,100.000000,0.350000
put,106.000000,7.65738136,0.010000,0.000000,100.000000,0.350000
call,108.000000,1.53047862,0.010000,0.000000,100.000000,0.350000
put,108.000000,9.15313935,0.010000,0.000000,100.000000,0.350000
call,110.000000,1.13939177,0.010000,0.000000,100.000000,0.350000
put,110.000000,10.75506473,0.010000,0.000000,100.000000,0.350000
call,112.000000,0.83750348,0.010000,0.000000,100.000000,0.350000
put,112.000000,12.44618868,0.010000,0.000000,100.000000,0.350000
call,114.000000,0.60850964,0.010000,0.000000,100.000000,0.350000
put,114.000000,14.21020707,0.010000,0.000000,100.000000,0.350000
call,116.000000,0.43758831,0.010000,0.000000,100.000000,0.350000
put,116.000000,16.03229798,0.010000,0.000000,100.000000,0.350000
call,118.000000,0.31186857,0.010000,0.000000,100.000000,0.350000
put,118.000000,17.89959048,0.010000,0.000000,100.000000,0.350000
call,120.000000,0.22059998,0.010000,0.000000,100.000000,0.350000
put,120.000000,19.80133412,0.010000,0.000000,100.000000,0.350000
call,122.000000,0.15509870,0.010000,0.000000,100.000000,0.350000
put,122.000000,21.72884508,0.010000,0.000000,100.000000,0.350000
call,124.000000,0.10855059,0.010000,0.000000,100.000000,0.350000
put,124.000000,23.67530920,0.010000,0.000000,100.000000,0.350000
call,126.000000,0.07574145,0.010000,0.000000,100.000000,0.350000
put,126.000000,25.63551230,0.010000,0.000000,100.000000,0.350000
call,128.000000,0.05276725,0.010000,0.000000,100.000000,0.350000
put,128.000000,27.60555034,0.010000,0.000000,100.000000,0.350000
call,130.000000,0.03675921,0.010000,0.000000,100.000000,0.350000
put,130.000000,29.58255453,0.010000,0.000000,100.000000,0.350000
call,70.000000,30.28240364,0.010000,0.000000,100.000000,0.400000
put,70.000000,0.00296290,0.010000,0.000000,100.000000,0.400000
call,72.000000,28.29390370,0.010000,0.000000,100.000000,0.400000
put,72.000000,0.00647893,0.010000,0.000000,100.000000,0.400000
call,74.000000,26.30886427,0.010000,0.000000,100.000000,0.400000
put,74.000000,0.01345548,0.010000,0.000000,100.000000,0.400000
call,76.000000,24.32999104,0.010000,0.000000,100.000000,0.400000
put,76.000000,0.02659823,0.010000,0.000000,100.000000,0.400000
call,78.000000,22.36152792,0.010000,0.000000,100.000000,0.400000
put,78.000000,0.05015109,0.010000,0.000000,100.000000,0.400000
call,80.000000,20.40974202,0.010000,0.000000,100.000000,0.400000
put,80.000000,0.09038117,0.010000,0.000000,100.000000,0.400000
call,82.000000,18.48334664,0.010000,0.000000,100.000000,0.400000
put,82.000000,0.15600177,0.010000,0.000000,100.000000,0.400000
call,84.000000,16.59374208,0.010000,0.000000,100.000000,0.400000
put,84.000000,0.25841318,0.010000,0.000000,100.000000,0.400000
call,86.000000,14.75494925,0.010000,0.000000,100.000000,0.400000
put,86.000000,0.41163633,0.010000,0.000000,100.000000,0.400000
call,88.000000,12.98314285,0.010000,0.000000,100.000000,0.400000
put,88.000000,0.63184592,0.010000,0.000000,100.000000,0.400000
call,90.000000,11.29575894,0.010000,0.000000,100.000000,0.400000
put,90.000000,0.93647798,0.010000,0.000000,100.000000,0.400000
call,92.000000,9.71024379,0.010000,0.000000,100.000000,0.400000
put,92.000000,1.34297880,0.010000,0.000000,100.000000,0.400000
call,94.000000,8.24260171,0.010000,0.000000,100.000000,0.400000
put,94.000000,1.86735271,0.010000,0.000000,100.000000,0.400000
call,96.000000,6.90596114,0.010000,0.000000,100.000000,0.400000
put,96.000000,2.52272811,0.010000,0.000000,100.000000,0.400000
call,98.000000,5.70938964,0.010000,0.000000,100.000000,0.400000
put,98.000000,3.31817259,0.010000,0.000000,100.000000,0.400000
call,100.000000,4.65714545,0.010000,0.000000,100.000000,0.400000
put,100.000000,4.25794438,0.010000,0.000000,100.000000,0.400000
call,102.000000,3.74846674,0.010000,0.000000,100.000000,0.400000
put,102.000000,5.34128165,0.010000,0.000000,100.000000,0.400000
call,104.000000,2.97789637,0.010000,0.000000,100.000000,0.400000
put,104.000000,6.56272726,0.010000,0.000000,100.000000,0.400000
call,106.000000,2.33604649,0.010000,0.000000,100.000000,0.400000
put,106.000000,7.91289336,0.010000,0.000000,100.000000,0.400000
call,108.000000,1.81064590,0.010000,0.000000,100.000000,0.400000
put,108.000000,9.37950875,0.010000,0.000000,100.000000,0.400000
call,110.000000,1.38769316,0.010000,0.000000,100.000000,0.400000
put,110.000000,10.94857199,0.010000,0.000000,100.000000,0.400000
call,112.000000,1.05255549,0.010000,0.000000,100.000000,0.400000
put,112.000000,12.60545030,0.010000,0.000000,100.000000,0.400000
call,114.000000,0.79089701,0.010000,0.000000,100.000000,0.400000
put,114.000000,14.33580780,0.010000,0.000000,100.000000,0.400000
call,116.000000,0.58937237,0.010000,0.000000,100.000000,0.400000
put,116.000000,16.12629913,0.010000,0.000000,100.000000,0.400000
call,118.000000,0.43607143,0.010000,0.000000,100.000000,0.400000
put,118.000000,17.96501418,0.010000,0.000000,100.000000,0.400000
call,120.000000,0.32073794,0.010000,0.000000,100.000000,0.400000
put,120.000000,19.84169666,0.010000,0.000000,100.000000,0.400000
call,122.000000,0.23480685,0.010000,0.000000,100.000000,0.400000
put,122.000000,21.74778155,0.010000,0.000000,100.000000,0.400000
call,124.000000,0.17131318,0.010000,0.000000,100.000000,0.400000
put,124.000000,23.67630386,0.010000,0.000000,100.000000,0.400000
call,126.000000,0.12472243,0.010000,0.000000,100.000000,0.400000
put,126.000000,25.62172909,0.010000,0.000000,100.000000,0.400000
call,128.000000,0.09072409,0.010000,0.000000,100.000000,0.400000
put,128.000000,27.57974672,0.010000,0.000000,100.000000,0.400000
call,130.000000,0.06601858,0.010000,0.000000,100.000000,0.400000
put,130.000000,29.54705720,0.010000,0.000000,100.000000,0.400000
call,70.000000,30.32055337,0.010000,0.000000,100.000000,0.450000
put,70.000000,0.00626106,0.010000,0.000000,100.000000,0.450000
call,72.000000,28.33586416,0.010000,0.000000,100.000000,0.450000
put,72.000000,0.01259206,0.010000,0.000000,100.000000,0.450000
call,74.000000,26.35646283,0.010000,0.000000,100.000000,0.450000
put,74.000000,0.02421095,0.010000,0.000000,100.000000,0.450000
call,76.000000,24.38582102,0.010000,0.000000,100.000000,0.450000
put,76.000000,0.04458937,0.010000,0.000000,100.000000,0.450000
call,78.000000,22.42901809,0.010000,0.000000,100.000000,0.450000
put,78.000000,0.07880666,0.010000,0.000000,100.000000,0.450000
call,80.000000,20.49309521,0.010000,0.000000,100.000000,0.450000
put,80.000000,0.13390399,0.010000,0.000000,100.000000,0.450000
call,82.000000,18.58729831,0.010000,0.000000,100.000000,0.450000
put,82.000000,0.21912731,0.010000,0.000000,100.000000,0.450000
call,84.000000,16.72312044,0.010000,0.000000,100.000000,0.450000
put,84.000000,0.34596966,0.010000,0.000000,100.000000,0.450000
call,86.000000,14.91406670,0.010000,0.000000,100.000000,0.450000
put,86.000000,0.52793614,0.010000,0.000000,100.000000,0.450000
call,88.000000,13.17510230,0.010000,0.000000,100.000000,0.450000
put,88.000000,0.77999196,0.010000,0.000000,100.000000,0.450000
call,90.000000,11.52180055,0.010000,0.000000,100.000000,0.450000
put,90.000000,1.11771043,0.010000,0.000000,100.000000,0.450000
call,92.000000,9.96927081,0.010000,0.000000,100.000000,0.450000
put,92.000000,1.55620091,0.010000,0.000000,100.000000,0.450000
call,94.000000,8.53100011,0.010000,0.000000,100.000000,0.450000
put,94.000000,2.10895044,0.010000,0.000000,100.000000,0.450000
call,96.000000,7.21777031,0.010000,0.000000,100.000000,0.450000
put,96.000000,2.78674086,0.010000,0.000000,100.000000,0.450000
call,98.000000,6.03680684,0.010000,0.000000,100.000000,0.450000
put,98.000000,3.59679760,0.010000,0.000000,100.000000,0.450000
call,100.000000,4.99127617,0.010000,0.000000,100.000000,0.450000
put,100.000000,4.54228715,0.010000,0.000000,100.000000,0.450000
call,102.000000,4.08018712,0.010000,0.000000,100.000000,0.450000
put,102.000000,5.62221832,0.010000,0.000000,100.000000,0.450000
call,104.000000,3.29868238,0.010000,0.000000,100.000000,0.450000
put,104.000000,6.83173380,0.010000,0.000000,100.000000,0.450000
call,106.000000,2.63864711,0.010000,0.000000,100.000000,0.450000
put,106.000000,8.16271875,0.010000,0.000000,100.000000,0.450000
call,108.000000,2.08952358,0.010000,0.000000,100.000000,0.450000
put,108.000000,9.60461544,0.010000,0.000000,100.000000,0.450000
call,110.000000,1.63920820,0.010000,0.000000,100.000000,0.450000
put,110.000000,11.14532028,0.010000,0.000000,100.000000,0.450000
call,112.000000,1.27491880,0.010000,0.000000,100.000000,0.450000
put,112.000000,12.77205110,0.010000,0.000000,100.000000,0.450000
call,114.000000,0.98394704,0.010000,0.000000,100.000000,0.450000
put,114.000000,14.47209956,0.010000,0.000000,100.000000,0.450000
call,116.000000,0.75424584,0.010000,0.000000,100.000000,0.450000
put,116.000000,16.23341858,0.010000,0.000000,100.000000,0.450000
call,118.000000,0.57483435,0.010000,0.000000,100.000000,0.450000
put,118.000000,18.04502731,0.010000,0.000000,100.000000,0.450000
